,,,,,,,,
pos,neg,neg,pos,neg,neg,CBhgJTSY6lDHIbuJM0qNAeJ7JcmJUPcn_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,pos,neg,neg,CfoQvO804nXG5i1K5HnkCBJeldhSpEXR_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,cjFiLNP6ec09E2T7S15Pyysx4iukAChG_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,pos,neg,neg,Cn2bF79xUu4xAg1m7ohxi9l3HuG56BOO_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,cqgQvj5l1L2JRzFunvUG7QTMfZnkDdhz_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,neg,pos,neg,pos,cZovMvFOBEDXdcntl3TqH8ryh9oAqthT_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,DCUHTdxK72lweXMZPC0wfFCjAk3pcuSX_pp_pp.txt,2008,1
,,,,,,,,
pos,neg,neg,pos,neg,neg,dgb0pE4rLDONLXma3RntoCwb4iCE2DZh_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,Dizk2XA5ONH3Erq9NyiwrkEFE51UieNR_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,dNPlrFWqZYujGtRPjMAKX74frwNOsbDj_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,dsMaiWFCzWg4ic2ceq2qFPV2nezSzOpb_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,neg,pos,dXqm3jkeTPRXee7iQYkParNhhXlLsMbs_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,E3r4oxzPeTjyFHlSYmi5rDZg3H7qeZHN_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,EatGTMC3jwU3ACCLjiUaHme9Ulue2vKr_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,EbIQw24kkZKikwIXTJwXKsb5NxYwQTtV_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,Eco8mYJjdk5dieWpbSrUejT8pPtoEYe3_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,neg,pos,EDeCPqQr2OElo2SR21IwD9ZWWvuyyGc7_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,eg6VPsZ4xbFm9v3Dz9gao3hpsPQgWLxw_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,pos,neg,neg,EIEI2H74m5aC0MQP0fucPtLGt3DiRDaw_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,EJbS25v6tHsZ1EKLlBQB87ZoYLnus1gm_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,neg,pos,neg,pos,EjxOamd2ZV0FceucgILMaIxj7g4Pi9qt_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,Ela5A1qxso71E16fjPw7qMZueFZviuQ1_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,em1eRq78tccn16eleC8q9R0XdPmwJrYJ_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,pos,neg,neg,EmF25XQZ6RPt1pNE2ByC61j1KKHqya2q_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,ErU1tLAYQofiuLRAq4lNnyYUvzLlRNpk_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,F9YbIWJF5CKk2TFgoqhg9KqWRrJoNmlv_pp_pp.txt,2008,1
,,,,,,,,
pos,neg,neg,pos,neg,neg,fatUWuy8clP6FRyZ79a3ow4OWsl9gArV_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,fEpNCpz4kn6LjskvLs6kqDeSG8wiHCX6_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,pos,neg,neg,FgKnSjnsT2UzqVtSJP2mca6edmsdjxIy_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,fl8dTl56x1dEOl9QMzuF51ROVcjL66wu_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,FYV4aEzfqFURGQxXtSNJtw2nDSYADKuY_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,gcCDsZPldPaBikbrcec7qN5pxY1MrAjP_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,gDHF02Sy72nrvanPVE7OsfiQLftAm74D_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,GfQA4IPvXfXbAdeCA6E496tbwqio6J8d_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,gfsZs9fkvjub6pHn53R7EYBAe6tN1S7F_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,neg,pos,GmTILZ7hwlRoQxvcHAoZL7tyGMrEnBWd_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,pos,neg,neg,gNxCrXUbeks97AH9FaPBkusRkbBbwURm_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,gOrLmhMbxIWkKVFjAwb3yuYZwMKiQuDZ_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,h1E01wbcDT9XtQxvCSZNKHzPvcz6SS8L_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,h1E0Az0ccZcCCSWgoLYRCQdz4vSX0yyZ_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,h4duteqksMS1ShhXL1V7Y65xl2MEbtzo_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,H6EJCguXJ9p1ZvVIdRGLQZIA6EvLChAF_pp_pp.txt,2008,1
,,,,,,,,
pos,neg,neg,pos,neg,neg,HBjz1UdZg9nUMiub8Zno1GCK4v1OQNH7_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,neg,pos,pos,pos,HCEhnOF0DJdFjIWXQCJQbJYEZK3z1LUX_pp_pp.txt,2008,1
,,,,,,,,
pos,neg,neg,pos,pos,pos,Hf4aAcpzlfP2cAycbh3kynmfO6nzKSmz_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,hitX69rqzKzKDe0u8UdBe7Q8oksJSThB_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,hlXQyVtrO9VQUGGB4dCoCGaRjWHv65Nd_pp_pp.txt,2008,1
,,,,,,,,
pos,neg,neg,pos,pos,pos,HtTjCDl6wpPvdoPYqhrZ1qnsEKH8CkAd_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,Hu7OFdoperk69b1M6NtJUnGKqzPcGa34_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,neg,pos,HzDobesAOMgWMIxNGjqeBuOwH4NL83rj_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,i3jLQEBbpJN0vNmcEOeKW3Y2ZrxHgN10_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,I4v8CRQeFMQ4Mq6cYoqTBjK6KpbRkg5g_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,IgwmjOld8oUUP0vlXkmEw5j0vudNEjwU_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,IhLljgpIv95byphn9p4nSkZQa9CbcPcE_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,neg,pos,neg,pos,ikeX2PGsf29bF9LOvoQ65OoIcRnNJpEr_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,iQ2w4u6O4AGpEIhJVVnBlOHTPy3ErtW2_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,neg,pos,pos,pos,irpquf1UNaLeI7albp4EHTgFtPrT6eJ8_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,JAThVzZdrql9XrIRg8HITqDtdRSXHclw_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,jBAFHOirU7z9ZdoD5W83OWRSDQcOqncZ_pp_pp.txt,2008,1
,,,,,,,,
neg,pos,neg,neg,neg,neg,JiGydx6yHvvWhP73WcU4w3YQQwPvBmyB_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,jMVHeVbtQyqSBoyHtOwiFcAsuoSzNKH4_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,neg,pos,neg,pos,JvPB8ucTJ8pSc58YgeKcWwhCosuFMEho_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,JxMClvQRZYcPPxyY0I1L9NrN4eigjcUe_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,jyGUbEkVxHxpPimBG3ZqUW9KI5YIKL5H_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,k90NkX7plQ484bxezssZIly7F2f0NQqu_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,KB1oqzC0xOoH0YBYsx7PPNlvhF9x2VxW_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,pos,neg,neg,kgcWF6SNTha02YIlDx2zMR52iVCsTBgv_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,neg,pos,pos,pos,KHZUTgnmfdARlT9mVCvIXo4cJp8Zi9vm_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,KJnFAqebVJoSXDvdqbFGtczCzPDUSJyW_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,neg,pos,neg,pos,kKFBLRCZF8JqsJlm3781lXTAvWW4RPEO_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,kmZR9CMyY4B5jsawkAP5KLkM6srZQcYN_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,kxXO0BJ1xNL4PZdv6rDY7GXVMkhQ8v5s_pp_pp.txt,2008,1
,,,,,,,,
pos,neg,neg,pos,neg,neg,l2W2W6NVY1zhz1FkP2NEEHmcFP0kTCOo_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,l8gOR1bNN7NcBMQYEGQ0rbG77Nl1wr4X_pp_pp.txt,2008,1
,,,,,,,,
pos,neg,neg,pos,neg,neg,LAMWkSYmx1X4tBaVyEgkfxFrQAGTijWM_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,likTKyQQyGXOXYhl1Bz1sYkKVbye1Fkb_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,neg,pos,lzPwFsbFFr2byDxDi5F1X0fpMepWdB4M_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,m4sMNfBlkHgw5JC5YP5yVTxRzz1YTZE8_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,neg,pos,neg,pos,mABIQcnLypSsXTJs6hNqOoFH5pMVTv3o_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,maljqn4R1386yfyWAyqALnzjiCoOQE25_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,MG79TOdBnAWoETKpy8obqPYXmxMu9IPU_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,MJUxkSsJgtf2NrEfgtLQNMbYJVRkYfAm_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,mnqtRUY7HDEPBlQrjD0RzN6ph76QDJQ5_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,MQwFvvzRKm4NCcsh5WYcdwVs13L07ARZ_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,MxdLqDdWqKkdFOcLvjOxwvdPAOFBLigL_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,pos,neg,neg,N3Z5ZpQ2MpeLHtbdOifJzblL6STzSDtJ_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,n41mXfYkp3mJQ8MWi7ObVQ26VG2Tz9XQ_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,neg,pos,pos,pos,N9O1q5lfbWabcEu7z1WeF1eGZAzA6lFP_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,nea5sj9fDb3h32AfcLIAti4TIaG11Jdz_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,nOkDlVUdp1IRPA0QMgTJJb1Quxid9D4L_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,nRel6mNQhP42RkfXsSPrV4Fl0UlkIBqU_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,NsQOiOuO7ZTaZP52mO31sXjdf2O4XAC9_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,O63qfFpBF5UOgsH7UKGZeREwa2TjMnJJ_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,oElvoLhJYNECPiwWPBkImEm6lrLxMRTj_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,Oj0SJfpz5Y6rJ0a8ntGd0FWgsc20lYuP_pp_pp.txt,2008,1
,,,,,,,,
pos,neg,neg,pos,neg,neg,om7bJOuTsVIMBbE95awbZb3iCgruAa3i_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,neg,pos,neg,pos,opZovmeZ7bQZ4MZPx6WRRH5dFWjR0Ga1_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,OsvJms13riMaIq8d8fiuMqTpWDj5QYxZ_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,pD5OW6XDKdMsiwHLI3fo7rD9Uo4Xd5S6_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,pdkUK66SrAkTuWr7miILewLwXKuZhckF_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,PdmuzGFpJhrxiVNxHF353ic8kDw8G4tn_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,pEahaLn2BOjJgmjcLS4v6UmkHjcuQ8Ge_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,neg,pos,PksI6KeH0yzFo5O4FsbphU2hDTmGhYCt_pp_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,pzRxd0Dcqmsr0vFNONipDzsBy7W2qKt8_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,neg,pos,neg,pos,Q4FVtZpBT9gC7fpNp4QyWWKEbcevSMWo_pp_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,Q5PKmOtBxJgAt2ylvffb517u06GR14IZ_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,qEo5XESIvGPrn4mHlOPX3i9CxyYz1etz_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,qgCyr0HXtX4aUhgQcxrMC2LSuge7l9eA_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,qgYpTBVJjIqPZMa9MSJzicNmAQmTrtzX_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,qN0iraBx6sHiEH33sgaXBAEExU7rX8mB_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,QQ4GMJlABRJh5gWxc3iaqaFOB2pgOA8V_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,QQkCliv7G26raCFhw3cysOJoh11dquGW_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,ram0TEOgXSq7KNmhvss7tR42Xul3em8b_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,RckYiVTuidaxF7JWftyXkYx49VQvGKEZ_pp.txt,2008,1
,,,,,,,,
pos,pos,neg,pos,neg,pos,RkZYlabiwhTk18KiLFTK4cHmtwoaE0gy_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,neg,pos,RLfX2AS37ciKK79mqtKLlYeI6l6Qnok9_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,RNucEqS4g4kU51WPcCJ8qcvnPNbLPj44_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,RtKTH00Cwe7zTCwM95lz2fRwIebE1orG_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,RyEnIx5vluqL6bcbp26UNsW5c6VKnHnK_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,pos,neg,neg,ryWnn1EQD4r2JF7BTqW4pwr4Qi5WHpXR_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,SCPomsbyyVhCYudPthrCxabUdGKjZknL_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,SfGLgENAUwGsDSoaqdJGmPuRrrbvGaxX_pp.txt,2008,1
,,,,,,,,
pos,neg,neg,pos,neg,neg,spGOWmMbFgbpnHkSTSjF5MsA5JwRrQBX_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,tHsB1TyeRIZycYbSOQfm5ErLb0A6sv0C_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,neg,pos,tM8IF7NuQWioRCr8tQngEavPEnBHIDEX_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,tuBkml8BIBYkecRoyJCXcRnmwWUxoMdb_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,TwbGOTdnOqk7zl2vjholuiM7NUh9y55S_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,U51nH7OSnKngovRwp2UcTjF1lRZV2fXC_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,Ub0UXwrUZzqcyVBTLjhQWb3JSH0fUeSf_pp.txt,2008,1
,,,,,,,,
pos,neg,neg,pos,neg,neg,Ube1nad0hgXWJIBuAL9oADzE6XX0ka3y_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,ueYbVIaBvyv62i8Kw2Ws8jMpFcws5LyB_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,UI0UbgkR7mg2z2QfLOWbCL3w4fBHSOL6_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,UlX3q8WyVrEPbvdnOzGWjHW4Zs9EJFkH_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,uuHLmrPMrEfFCrtt5tWkaC95XzAg0Iky_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,neg,pos,v96Lz5aAaWs7zR0HT6yX32HpG02lgY2d_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,VCsjy05iuXSLVZXqqy8vLuelzE4SdsjK_pp.txt,2008,1
,,,,,,,,
neg,neg,neg,neg,neg,neg,vH4yX7rMEdoToyIUrdVDeduX8Xz9xbVe_pp.txt,2008,1
,,,,,,,,
pos,pos,pos,pos,pos,pos,VJTIll5oTi5XMfhVkfcFybgVA6IyrZQd_pp.txt,2008,1
,,,,,,,,
