144,129,101,155,109,129,2016,02,pos
427,442,470,416,462,442,2016,02,neg
142,134,98,147,104,130,2016,03,pos
404,412,448,399,442,416,2016,03,neg
165,144,110,169,116,139,2016,04,pos
400,421,455,396,449,426,2016,04,neg
134,122,90,136,90,114,2016,05,pos
393,405,437,391,437,413,2016,05,neg
159,141,103,168,111,140,2016,06,pos
446,464,502,437,494,465,2016,06,neg
147,131,100,152,102,128,2016,07,pos
456,472,503,451,501,475,2016,07,neg
125,115,82,133,85,107,2016,08,pos
337,347,380,329,377,355,2016,08,neg
160,145,102,173,113,145,2016,09,pos
447,462,505,434,494,462,2016,09,neg
138,127,98,144,98,124,2016,10,pos
307,318,347,301,347,321,2016,10,neg
143,129,86,152,98,122,2016,11,pos
295,309,352,286,340,316,2016,11,neg
130,122,87,130,96,112,2016,12,pos
332,340,375,332,366,350,2016,12,neg
144,122,101,148,99,119,2017,01,pos
306,328,349,302,351,331,2017,01,neg
144,122,99,151,92,122,2017,02,pos
297,319,342,290,349,319,2017,02,neg
163,150,96,170,105,142,2017,03,pos
349,362,416,342,407,370,2017,03,neg
159,141,99,174,105,136,2017,04,pos
372,390,432,357,426,395,2017,04,neg
166,150,114,178,123,145,2017,05,pos
376,392,428,364,419,397,2017,05,neg
194,183,126,201,134,171,2017,06,pos
375,386,443,368,435,398,2017,06,neg
165,149,114,172,119,148,2017,07,pos
360,376,411,353,406,377,2017,07,neg
160,141,103,172,106,136,2017,08,pos
433,452,490,421,487,457,2017,08,neg
165,150,117,168,124,142,2017,09,pos
311,326,359,308,352,334,2017,09,neg
191,163,122,198,131,164,2017,10,pos
413,441,482,406,473,440,2017,10,neg
158,131,95,164,101,128,2017,11,pos
327,354,390,321,384,357,2017,11,neg
145,122,83,152,94,121,2017,12,pos
298,321,360,291,349,322,2017,12,neg
18,14,9,18,10,14,2018,01,pos
33,37,42,33,41,37,2018,01,neg
206,188,145,215,155,188,2018,02,pos
451,469,512,442,502,469,2018,02,neg
269,240,181,271,176,230,2018,03,pos
499,528,587,497,592,538,2018,03,neg
205,180,121,214,131,172,2018,04,pos
452,477,536,443,526,485,2018,04,neg
199,185,132,212,130,173,2018,05,pos
539,553,606,526,608,565,2018,05,neg
198,176,125,208,124,165,2018,06,pos
504,526,577,494,578,537,2018,06,neg
172,148,103,180,110,139,2018,07,pos
416,440,485,408,478,449,2018,07,neg
218,193,145,225,161,184,2018,08,pos
489,514,562,482,546,523,2018,08,neg
163,144,109,173,115,137,2018,09,pos
366,385,420,356,414,392,2018,09,neg
197,172,132,204,136,177,2018,10,pos
364,389,429,357,425,384,2018,10,neg
204,174,134,212,139,170,2018,11,pos
406,436,476,398,471,440,2018,11,neg
188,166,126,205,126,158,2018,12,pos
394,416,456,377,456,424,2018,12,neg
226,205,148,238,155,201,2019,01,pos
358,379,436,346,429,383,2019,01,neg
213,194,152,221,153,185,2019,03,pos
389,408,450,381,449,417,2019,03,neg
304,280,211,312,216,266,2019,04,pos
540,564,633,532,628,578,2019,04,neg
311,290,231,320,225,280,2019,05,pos
626,647,706,617,712,657,2019,05,neg
336,312,234,351,231,299,2019,06,pos
695,719,797,680,800,732,2019,06,neg
398,383,283,418,278,350,2019,07,pos
839,854,954,819,959,887,2019,07,neg
361,334,246,374,249,316,2019,08,pos
787,814,902,774,899,832,2019,08,neg
339,321,239,353,236,300,2019,09,pos
741,759,841,727,844,780,2019,09,neg
358,334,268,368,259,332,2019,10,pos
786,810,876,776,885,812,2019,10,neg
222,200,165,221,140,196,2019,11,pos
465,487,522,466,547,491,2019,11,neg
27,30,19,30,17,25,2019,12,pos
47,44,55,44,57,49,2019,12,neg
