136,119,95,145,84,118,2008,1,pos
,,,,,,,,
96,113,137,87,148,114,2008,1,neg
,,,,,,,,
175,166,124,180,129,160,2008,2,pos
,,,,,,,,
110,119,161,105,156,125,2008,2,neg
,,,,,,,,
196,181,139,209,141,178,2008,3,pos
,,,,,,,,
86,101,143,73,141,104,2008,3,neg
,,,,,,,,
196,173,131,207,136,174,2008,4,pos
,,,,,,,,
77,100,142,66,137,99,2008,4,neg
,,,,,,,,
161,142,104,172,114,142,2008,5,pos
,,,,,,,,
73,92,130,62,120,92,2008,5,neg
,,,,,,,,
211,177,138,222,140,175,2008,6,pos
,,,,,,,,
108,142,181,97,179,144,2008,6,neg
,,,,,,,,
165,147,111,173,118,147,2008,7,pos
,,,,,,,,
73,91,127,65,120,91,2008,7,neg
,,,,,,,,
236,220,179,251,181,217,2008,8,pos
,,,,,,,,
150,166,207,135,205,169,2008,8,neg
,,,,,,,,
287,254,201,319,205,251,2008,9,pos
,,,,,,,,
203,236,289,171,285,239,2008,9,neg
,,,,,,,,
342,308,212,363,232,300,2008,10,pos
,,,,,,,,
224,258,354,203,334,266,2008,10,neg
,,,,,,,,
302,288,230,318,235,282,2008,11,pos
,,,,,,,,
136,150,208,120,203,156,2008,11,neg
,,,,,,,,
118,104,79,123,84,105,2008,12,pos
,,,,,,,,
59,73,98,54,93,72,2008,12,neg
,,,,,,,,
279,258,195,290,191,249,2009,1,pos
,,,,,,,,
149,170,233,138,237,179,2009,1,neg
,,,,,,,,
219,197,152,227,155,194,2009,2,pos
,,,,,,,,
96,118,163,88,160,121,2009,2,neg
,,,,,,,,
154,141,115,162,123,139,2009,3,pos
,,,,,,,,
87,100,126,79,118,102,2009,3,neg
,,,,,,,,
117,99,80,128,80,103,2009,4,pos
,,,,,,,,
64,82,101,53,101,78,2009,4,neg
,,,,,,,,
107,99,74,116,67,97,2009,5,pos
,,,,,,,,
61,69,94,52,101,71,2009,5,neg
,,,,,,,,
103,89,69,108,67,90,2009,6,pos
,,,,,,,,
49,63,83,44,85,62,2009,6,neg
,,,,,,,,
96,87,62,102,69,87,2009,7,pos
,,,,,,,,
58,67,92,52,85,67,2009,7,neg
,,,,,,,,
120,102,79,127,87,102,2009,8,pos
,,,,,,,,
59,77,100,52,92,77,2009,8,neg
,,,,,,,,
109,107,72,118,75,102,2009,9,pos
,,,,,,,,
71,73,108,62,105,78,2009,9,neg
,,,,,,,,
86,75,49,86,57,74,2009,10,pos
,,,,,,,,
42,53,79,42,71,54,2009,10,neg
,,,,,,,,
114,97,65,122,68,98,2009,11,pos
,,,,,,,,
62,79,111,54,108,78,2009,11,neg
,,,,,,,,
62,53,35,64,43,51,2009,12,pos
,,,,,,,,
32,41,59,30,51,43,2009,12,neg
,,,,,,,,
85,73,55,92,61,72,2010,1,pos
,,,,,,,,
30,42,60,23,54,43,2010,1,neg
,,,,,,,,
90,80,62,92,64,79,2010,2,pos
,,,,,,,,
37,47,65,35,63,48,2010,2,neg
,,,,,,,,
94,83,63,105,62,81,2010,3,pos
,,,,,,,,
46,57,77,35,78,59,2010,3,neg
,,,,,,,,
68,58,43,69,48,56,2010,4,pos
,,,,,,,,
24,34,49,23,44,36,2010,4,neg
,,,,,,,,
87,74,51,94,58,74,2010,5,pos
,,,,,,,,
29,42,65,22,58,42,2010,5,neg
,,,,,,,,
77,67,49,90,54,66,2010,6,pos
,,,,,,,,
33,43,61,20,56,44,2010,6,neg
,,,,,,,,
76,65,44,82,56,68,2010,7,pos
,,,,,,,,
29,40,61,23,49,37,2010,7,neg
,,,,,,,,
86,73,58,92,63,74,2010,8,pos
,,,,,,,,
35,48,63,29,58,47,2010,8,neg
,,,,,,,,
94,81,55,104,63,77,2010,9,pos
,,,,,,,,
54,67,93,44,85,71,2010,9,neg
,,,,,,,,
112,102,82,119,86,102,2010,10,pos
,,,,,,,,
39,49,69,32,65,49,2010,10,neg
,,,,,,,,
141,128,109,154,115,128,2010,11,pos
,,,,,,,,
58,71,90,45,84,71,2010,11,neg
,,,,,,,,
236,214,173,249,194,220,2010,12,pos
,,,,,,,,
50,72,113,37,92,66,2010,12,neg
,,,,,,,,
106,88,61,120,76,91,2011,1,pos
,,,,,,,,
48,66,93,34,78,63,2011,1,neg
,,,,,,,,
88,73,63,92,63,72,2011,2,pos
,,,,,,,,
21,36,46,17,46,37,2011,2,neg
,,,,,,,,
67,61,41,72,47,60,2011,3,pos
,,,,,,,,
32,38,58,27,52,39,2011,3,neg
,,,,,,,,
79,68,43,84,52,67,2011,4,pos
,,,,,,,,
31,42,67,26,58,43,2011,4,neg
,,,,,,,,
116,103,86,117,92,106,2011,5,pos
,,,,,,,,
32,45,62,31,56,42,2011,5,neg
,,,,,,,,
87,70,56,92,61,69,2011,6,pos
,,,,,,,,
50,67,81,45,76,68,2011,6,neg
,,,,,,,,
65,57,38,73,42,56,2011,7,pos
,,,,,,,,
35,43,62,27,58,44,2011,7,neg
,,,,,,,,
114,97,70,123,82,98,2011,8,pos
,,,,,,,,
44,61,88,35,76,60,2011,8,neg
